annee,region,nom_fed,total_license,total_f,total_h,h_1_9,h_10_19,h_20_29,h_30_59,h_60_74,h_75,f_1_9,f_10_19,f_20_29,f_30_59,f_60_74,f_75
2012,Auvergne-Rhône-Alpes,AEROMODELISME,2494.0,61.0,2433.0,20.0,298.0,142.0,1251.0,622.0,100.0,2.0,8.0,5.0,29.0,14.0,3.0
2012,Auvergne-Rhône-Alpes,AEROSTATION,90.0,20.0,70.0,0.0,2.0,3.0,55.0,9.0,1.0,0.0,0.0,3.0,13.0,4.0,0.0
2012,Auvergne-Rhône-Alpes,AIKIDO AIKIBUDO ET AFFINITAIRES,2433.0,664.0,1769.0,114.0,477.0,139.0,935.0,93.0,11.0,62.0,173.0,80.0,317.0,31.0,1.0
2012,Auvergne-Rhône-Alpes,AIKIDO ET BUDO,2486.0,600.0,1875.0,114.0,502.0,139.0,955.0,125.0,7.0,63.0,177.0,76.0,239.0,32.0,1.0
2012,Auvergne-Rhône-Alpes,ATHLETISME,19275.0,8745.0,10510.0,906.0,3628.0,1019.0,4331.0,559.0,64.0,640.0,3646.0,741.0,3334.0,364.0,15.0
2012,Auvergne-Rhône-Alpes,BADMINTON,16366.0,6506.0,9860.0,292.0,3096.0,1826.0,4544.0,95.0,4.0,176.0,1999.0,1587.0,2710.0,31.0,1.0
2012,Auvergne-Rhône-Alpes,BALL-TRAP,1587.0,71.0,1516.0,0.0,95.0,163.0,867.0,352.0,39.0,0.0,10.0,13.0,39.0,9.0,0.0
2012,Auvergne-Rhône-Alpes,BASEBALL ET SOFTBALL,610.0,105.0,503.0,44.0,178.0,136.0,134.0,4.0,0.0,3.0,26.0,27.0,47.0,0.0,0.0
2012,Auvergne-Rhône-Alpes,BASKETBALL,54324.0,22978.0,31458.0,5818.0,13607.0,4427.0,7020.0,665.0,74.0,3404.0,11483.0,3437.0,4534.0,197.0,18.0
2012,Auvergne-Rhône-Alpes,BILLARD,853.0,46.0,807.0,0.0,45.0,64.0,327.0,254.0,117.0,1.0,2.0,9.0,28.0,5.0,1.0
2012,Auvergne-Rhône-Alpes,BOWLING ET SPORTS QUILLES,828.0,171.0,657.0,3.0,49.0,63.0,398.0,136.0,8.0,2.0,13.0,18.0,96.0,41.0,1.0
2012,Auvergne-Rhône-Alpes,BOXE,3383.0,709.0,2673.0,116.0,1146.0,614.0,687.0,80.0,29.0,16.0,226.0,172.0,286.0,9.0,0.0
2012,Auvergne-Rhône-Alpes,CANOE-KAYAK,1642.0,404.0,1238.0,41.0,421.0,209.0,487.0,74.0,6.0,20.0,144.0,56.0,158.0,25.0,1.0
2012,Auvergne-Rhône-Alpes,CLUBS ALPINS ET MONTAGNE,26960.0,10276.0,16680.0,514.0,1899.0,2119.0,8330.0,3200.0,615.0,458.0,1367.0,1376.0,4904.0,1900.0,270.0
2012,Auvergne-Rhône-Alpes,CYCLISME,12938.0,1275.0,11662.0,1493.0,4410.0,1116.0,3676.0,882.0,81.0,147.0,414.0,122.0,510.0,78.0,4.0
2012,Auvergne-Rhône-Alpes,CYCLOTOURISME,12589.0,2687.0,9901.0,142.0,902.0,178.0,3853.0,4218.0,608.0,25.0,118.0,39.0,1255.0,1163.0,87.0
2012,Auvergne-Rhône-Alpes,DANSE,4216.0,3352.0,859.0,35.0,231.0,131.0,345.0,108.0,9.0,448.0,1067.0,322.0,1278.0,222.0,9.0
2012,Auvergne-Rhône-Alpes,DHALTEROPHILIE - MUSCULATION,4931.0,1492.0,3438.0,4.0,404.0,1071.0,1650.0,271.0,38.0,0.0,116.0,264.0,960.0,140.0,12.0
2012,Auvergne-Rhône-Alpes,EDUCATION PHYSIQUE ET GYMNASTIQUE VOLONTAIRE,63898.0,58526.0,5323.0,589.0,89.0,73.0,1390.0,2534.0,622.0,1266.0,1074.0,3401.0,30421.0,18421.0,3688.0
2012,Auvergne-Rhône-Alpes,EQUITATION,62134.0,52825.0,9296.0,1946.0,2977.0,774.0,2827.0,720.0,52.0,10248.0,29804.0,5603.0,6789.0,346.0,13.0
2012,Auvergne-Rhône-Alpes,ESCRIME,5231.0,1444.0,3786.0,928.0,1909.0,269.0,599.0,71.0,8.0,194.0,723.0,161.0,340.0,24.0,1.0
2012,Auvergne-Rhône-Alpes,ETUDES ET SPORTS SOUS-MARINS,12946.0,4315.0,8606.0,47.0,1166.0,811.0,5747.0,766.0,35.0,30.0,746.0,673.0,2657.0,198.0,2.0
2012,Auvergne-Rhône-Alpes,FEDERATION FLYING DISC FRANCE,168.0,50.0,118.0,0.0,0.0,56.0,61.0,1.0,0.0,0.0,4.0,24.0,22.0,0.0,0.0
2012,Auvergne-Rhône-Alpes,FEDERATION NATIONALE AERONAUTIQUE,3483.0,257.0,3226.0,0.0,272.0,359.0,1765.0,748.0,74.0,0.0,37.0,25.0,160.0,33.0,2.0
2012,Auvergne-Rhône-Alpes,FEDERATION NATIONALE SPORT EN MILIEU RURAL,1017.0,530.0,483.0,24.0,96.0,42.0,197.0,99.0,23.0,16.0,52.0,17.0,223.0,189.0,28.0
2012,Auvergne-Rhône-Alpes,FEDERATION SPORTIVE ASPTT,10008.0,4220.0,5751.0,853.0,1174.0,585.0,2110.0,856.0,83.0,563.0,784.0,344.0,1729.0,718.0,42.0
2012,Auvergne-Rhône-Alpes,FEDERATION SPORTIVE ET CULTURELLE FRANCE,41837.0,30413.0,11420.0,3605.0,3118.0,730.0,2418.0,1240.0,309.0,8402.0,8999.0,1955.0,8073.0,2432.0,549.0
2012,Auvergne-Rhône-Alpes,FEDERATIONDES ARTS ENERGETIQUES ET MARTIAUX CHINOIS,3780.0,2062.0,1714.0,96.0,452.0,208.0,771.0,168.0,16.0,34.0,142.0,96.0,1271.0,460.0,50.0
2012,Auvergne-Rhône-Alpes,FOOTBALL,177797.0,9329.0,168437.0,24051.0,62037.0,36009.0,43266.0,2591.0,193.0,786.0,3007.0,2689.0,2644.0,192.0,10.0
2012,Auvergne-Rhône-Alpes,FOOTBALL AMERICAIN,1658.0,192.0,1466.0,1.0,652.0,554.0,253.0,6.0,0.0,3.0,110.0,58.0,18.0,3.0,0.0
2012,Auvergne-Rhône-Alpes,GOLF,33128.0,9422.0,23706.0,781.0,2199.0,1600.0,11325.0,6795.0,1006.0,361.0,720.0,341.0,4130.0,3496.0,374.0
2012,Auvergne-Rhône-Alpes,GYMNASTIQUE,22443.0,16607.0,5797.0,2753.0,1793.0,408.0,582.0,160.0,24.0,6693.0,6164.0,886.0,2204.0,407.0,80.0
2012,Auvergne-Rhône-Alpes,HANDBALL,32511.0,11514.0,20891.0,2406.0,10954.0,2987.0,4131.0,204.0,11.0,1152.0,6379.0,1874.0,1918.0,42.0,1.0
2012,Auvergne-Rhône-Alpes,HANDISPORT,2213.0,643.0,1570.0,21.0,144.0,274.0,868.0,238.0,25.0,9.0,58.0,106.0,359.0,104.0,7.0
2012,Auvergne-Rhône-Alpes,HOCKEY,996.0,233.0,760.0,147.0,288.0,117.0,195.0,11.0,0.0,58.0,82.0,33.0,57.0,3.0,0.0
2012,Auvergne-Rhône-Alpes,HOCKEY SUR GLACE,3722.0,425.0,3290.0,785.0,975.0,529.0,926.0,49.0,6.0,56.0,60.0,105.0,189.0,14.0,0.0
2012,Auvergne-Rhône-Alpes,JOUTES ET SAUVETAGE NAUTIQUE,1261.0,230.0,1022.0,34.0,359.0,171.0,300.0,91.0,13.0,14.0,51.0,45.0,98.0,4.0,2.0
2012,Auvergne-Rhône-Alpes,JUDO-JUJITSU KENDO ET DISCIPLINES ASSOCIEES,50562.0,12540.0,37979.0,18791.0,11823.0,2009.0,4785.0,443.0,66.0,5040.0,3948.0,679.0,2681.0,174.0,13.0
2012,Auvergne-Rhône-Alpes,KARATE ET DISCIPLINES ASSOCIES,20019.0,6714.0,13265.0,3148.0,4639.0,1226.0,3850.0,330.0,23.0,1195.0,2213.0,670.0,2400.0,200.0,20.0
2012,Auvergne-Rhône-Alpes,LA COURSE CAMARGUAISE,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Auvergne-Rhône-Alpes,LA MONTAGNE ET ESCALADE,15087.0,6111.0,8949.0,882.0,2397.0,1300.0,3953.0,384.0,26.0,777.0,2153.0,886.0,2133.0,145.0,10.0
2012,Auvergne-Rhône-Alpes,LA RANDONNEE PEDESTRE,17869.0,10788.0,7067.0,92.0,210.0,109.0,1414.0,4455.0,787.0,91.0,234.0,126.0,2880.0,6625.0,823.0
2012,Auvergne-Rhône-Alpes,LA RETRAITE SPORTIVE,9307.0,6723.0,2583.0,0.0,0.0,0.0,77.0,1839.0,667.0,0.0,0.0,0.0,437.0,4869.0,1417.0
2012,Auvergne-Rhône-Alpes,LUTTE,1774.0,304.0,1465.0,380.0,544.0,185.0,272.0,37.0,13.0,79.0,72.0,21.0,99.0,14.0,1.0
2012,Auvergne-Rhône-Alpes,MACCABI,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Auvergne-Rhône-Alpes,MOTOCYCLISME,5260.0,240.0,5020.0,85.0,873.0,1455.0,2474.0,125.0,7.0,2.0,32.0,70.0,122.0,11.0,3.0
2012,Auvergne-Rhône-Alpes,NATATION,27281.0,15373.0,11908.0,3413.0,5014.0,748.0,2448.0,254.0,31.0,3540.0,6301.0,838.0,3911.0,712.0,71.0
2012,Auvergne-Rhône-Alpes,OMNSISPORTS PERSONNELS LEDUCATION NATIONALE ET JEUNESSE ET SPORTS,884.0,560.0,324.0,0.0,0.0,2.0,30.0,225.0,67.0,0.0,0.0,1.0,47.0,402.0,110.0
2012,Auvergne-Rhône-Alpes,PARACHUTISME,1392.0,184.0,1200.0,0.0,61.0,403.0,672.0,49.0,4.0,0.0,23.0,67.0,87.0,5.0,0.0
2012,Auvergne-Rhône-Alpes,PELOTE BASQUE,22.0,1.0,21.0,0.0,0.0,3.0,16.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2012,Auvergne-Rhône-Alpes,PETANQUE ET JEU PROVENCAL,26821.0,4446.0,22373.0,306.0,1690.0,1695.0,10389.0,6740.0,1552.0,110.0,409.0,412.0,2356.0,999.0,160.0
2012,Auvergne-Rhône-Alpes,PLANEUR ULTRA-LEGER MOTORISE,1104.0,44.0,1059.0,0.0,13.0,63.0,633.0,313.0,37.0,0.0,3.0,5.0,31.0,5.0,0.0
2012,Auvergne-Rhône-Alpes,PULKA ET TRAINEAU A CHIENS,111.0,41.0,70.0,0.0,5.0,1.0,54.0,10.0,0.0,1.0,9.0,3.0,23.0,5.0,0.0
2012,Auvergne-Rhône-Alpes,ROLLER SPORTS,3918.0,1359.0,2557.0,414.0,807.0,484.0,781.0,65.0,0.0,290.0,414.0,171.0,450.0,34.0,0.0
2012,Auvergne-Rhône-Alpes,SAUVETAGE ET SECOURISME,4481.0,2221.0,2259.0,34.0,582.0,620.0,908.0,103.0,10.0,35.0,539.0,638.0,920.0,86.0,2.0
2012,Auvergne-Rhône-Alpes,SAVATE BOXE FRANCAISE ET DISCIPLINES ASSOCIEES,4743.0,1504.0,3186.0,157.0,1233.0,698.0,967.0,24.0,1.0,42.0,526.0,356.0,516.0,18.0,0.0
2012,Auvergne-Rhône-Alpes,SKI,64955.0,25398.0,39366.0,5317.0,11852.0,4076.0,13449.0,3573.0,507.0,4337.0,8283.0,2498.0,8191.0,1495.0,126.0
2012,Auvergne-Rhône-Alpes,SOCIETES AVIRON,4372.0,1651.0,2721.0,4.0,979.0,421.0,1034.0,252.0,31.0,3.0,554.0,189.0,800.0,98.0,7.0
2012,Auvergne-Rhône-Alpes,SPORT AUTOMOBILE,6195.0,753.0,5442.0,98.0,417.0,1255.0,3067.0,584.0,20.0,13.0,82.0,209.0,385.0,60.0,4.0
2012,Auvergne-Rhône-Alpes,SPORT TRAVAILLISTE,1047.0,314.0,729.0,21.0,147.0,194.0,343.0,21.0,0.0,20.0,73.0,35.0,155.0,28.0,2.0
2012,Auvergne-Rhône-Alpes,SPORT UNIVERSITAIRE,11763.0,3466.0,8244.0,3.0,1005.0,6683.0,467.0,37.0,4.0,1.0,518.0,2602.0,310.0,19.0,0.0
2012,Auvergne-Rhône-Alpes,SPORTS GLACE,2831.0,2371.0,416.0,91.0,90.0,48.0,123.0,38.0,0.0,916.0,945.0,169.0,231.0,22.0,1.0
2012,Auvergne-Rhône-Alpes,SPORTS POUR TOUS,11410.0,9220.0,2189.0,406.0,319.0,91.0,786.0,457.0,130.0,532.0,488.0,502.0,4497.0,2493.0,706.0
2012,Auvergne-Rhône-Alpes,TAEKWONDO ET DISCIPLINES ASSOCIEES,5599.0,1804.0,3784.0,957.0,1540.0,421.0,807.0,35.0,2.0,401.0,739.0,240.0,402.0,13.0,0.0
2012,Auvergne-Rhône-Alpes,TENNIS,102727.0,31135.0,71588.0,12216.0,26462.0,5462.0,22992.0,3964.0,489.0,4732.0,10493.0,2544.0,11722.0,1548.0,96.0
2012,Auvergne-Rhône-Alpes,TENNIS TABLE,13521.0,1929.0,11592.0,941.0,5066.0,1136.0,3674.0,653.0,122.0,352.0,759.0,187.0,536.0,82.0,13.0
2012,Auvergne-Rhône-Alpes,TIR,12937.0,1255.0,11635.0,63.0,1101.0,987.0,6006.0,2842.0,568.0,12.0,220.0,145.0,649.0,198.0,10.0
2012,Auvergne-Rhône-Alpes,TIR A LARC,5558.0,1323.0,4235.0,128.0,1863.0,310.0,1501.0,394.0,39.0,29.0,483.0,127.0,577.0,103.0,4.0
2012,Auvergne-Rhône-Alpes,TRIATHLON,3242.0,682.0,2557.0,60.0,423.0,264.0,1750.0,54.0,1.0,27.0,201.0,113.0,337.0,2.0,0.0
2012,Auvergne-Rhône-Alpes,UNION FRANCAISE OEUVRES LAIQUES EDUCATION PHYSIQUE (UFOLEP),61937.0,35118.0,26730.0,3485.0,4994.0,2612.0,11697.0,3372.0,412.0,6069.0,8033.0,2419.0,12537.0,5126.0,802.0
2012,Auvergne-Rhône-Alpes,UNION NATIONALE CLUBS UNIVERSITAIRES,10017.0,3496.0,6520.0,958.0,2766.0,1220.0,1361.0,184.0,31.0,342.0,1397.0,1048.0,641.0,59.0,5.0
2012,Auvergne-Rhône-Alpes,UNION NATIONALE SPORT SCOLAIRE (UNSS),90977.0,35906.0,55068.0,120.0,54611.0,305.0,29.0,1.0,0.0,76.0,35705.0,121.0,4.0,0.0,0.0
2012,Auvergne-Rhône-Alpes,UNION NATIONALE SPORTIVE LEO LAGRANGE,3857.0,2421.0,1409.0,174.0,411.0,106.0,511.0,134.0,42.0,300.0,704.0,256.0,798.0,248.0,77.0
2012,Auvergne-Rhône-Alpes,VOILE,16290.0,5446.0,10718.0,2151.0,4356.0,470.0,2739.0,662.0,55.0,1350.0,2656.0,223.0,916.0,134.0,14.0
2012,Auvergne-Rhône-Alpes,VOL LIBRE,6752.0,967.0,5780.0,4.0,384.0,1078.0,3914.0,353.0,19.0,6.0,144.0,309.0,483.0,23.0,0.0
2012,Auvergne-Rhône-Alpes,VOLLEYBALL,7622.0,3833.0,3786.0,163.0,1156.0,752.0,1597.0,106.0,9.0,163.0,2007.0,863.0,785.0,14.0,0.0
2012,Bourgogne-Franche-Comté,AEROMODELISME,1496.0,61.0,1435.0,16.0,206.0,87.0,676.0,377.0,73.0,4.0,14.0,5.0,29.0,8.0,1.0
2012,Bourgogne-Franche-Comté,AEROSTATION,102.0,17.0,85.0,0.0,1.0,7.0,52.0,23.0,2.0,0.0,0.0,1.0,10.0,6.0,0.0
2012,Bourgogne-Franche-Comté,AIKIDO AIKIBUDO ET AFFINITAIRES,1055.0,284.0,771.0,98.0,235.0,71.0,322.0,41.0,3.0,34.0,88.0,40.0,112.0,10.0,0.0
2012,Bourgogne-Franche-Comté,AIKIDO ET BUDO,1323.0,301.0,1017.0,71.0,320.0,93.0,453.0,66.0,2.0,32.0,104.0,20.0,129.0,13.0,0.0
2012,Bourgogne-Franche-Comté,ATHLETISME,8417.0,3623.0,4788.0,543.0,1862.0,441.0,1584.0,330.0,26.0,389.0,1903.0,267.0,954.0,102.0,7.0
2012,Bourgogne-Franche-Comté,BADMINTON,6043.0,2430.0,3613.0,127.0,1061.0,738.0,1643.0,43.0,0.0,93.0,736.0,631.0,964.0,5.0,0.0
2012,Bourgogne-Franche-Comté,BALL-TRAP,717.0,35.0,682.0,0.0,51.0,88.0,355.0,166.0,22.0,0.0,4.0,7.0,20.0,4.0,0.0
2012,Bourgogne-Franche-Comté,BASEBALL ET SOFTBALL,444.0,87.0,356.0,15.0,156.0,88.0,90.0,3.0,0.0,1.0,34.0,37.0,15.0,0.0,0.0
2012,Bourgogne-Franche-Comté,BASKETBALL,14536.0,5504.0,9057.0,1711.0,4151.0,1245.0,1767.0,187.0,22.0,914.0,2969.0,657.0,899.0,63.0,10.0
2012,Bourgogne-Franche-Comté,BILLARD,584.0,46.0,538.0,4.0,48.0,35.0,202.0,169.0,80.0,1.0,10.0,6.0,19.0,9.0,1.0
2012,Bourgogne-Franche-Comté,BOWLING ET SPORTS QUILLES,1360.0,308.0,1051.0,10.0,93.0,97.0,643.0,187.0,21.0,2.0,37.0,46.0,187.0,35.0,1.0
2012,Bourgogne-Franche-Comté,BOXE,1928.0,475.0,1453.0,97.0,608.0,249.0,416.0,72.0,11.0,20.0,152.0,103.0,181.0,14.0,5.0
2012,Bourgogne-Franche-Comté,CANOE-KAYAK,2793.0,916.0,1877.0,57.0,1134.0,187.0,425.0,65.0,8.0,27.0,636.0,64.0,168.0,19.0,1.0
2012,Bourgogne-Franche-Comté,CLUBS ALPINS ET MONTAGNE,4615.0,1838.0,2776.0,69.0,346.0,356.0,1238.0,619.0,148.0,51.0,300.0,212.0,778.0,418.0,79.0
2012,Bourgogne-Franche-Comté,CYCLISME,6532.0,686.0,5846.0,547.0,1860.0,596.0,2168.0,603.0,70.0,52.0,195.0,64.0,287.0,79.0,9.0
2012,Bourgogne-Franche-Comté,CYCLOTOURISME,4960.0,1028.0,3932.0,47.0,194.0,52.0,1434.0,1888.0,316.0,7.0,32.0,11.0,435.0,509.0,34.0
2012,Bourgogne-Franche-Comté,DANSE,2516.0,2128.0,385.0,18.0,54.0,48.0,193.0,64.0,8.0,427.0,649.0,254.0,654.0,130.0,10.0
2012,Bourgogne-Franche-Comté,DHALTEROPHILIE - MUSCULATION,1401.0,435.0,966.0,2.0,166.0,264.0,445.0,76.0,13.0,1.0,32.0,87.0,264.0,48.0,3.0
2012,Bourgogne-Franche-Comté,EDUCATION PHYSIQUE ET GYMNASTIQUE VOLONTAIRE,19507.0,17810.0,1673.0,255.0,35.0,26.0,356.0,769.0,229.0,594.0,421.0,948.0,8392.0,6095.0,1263.0
2012,Bourgogne-Franche-Comté,EQUITATION,32341.0,26577.0,5761.0,1179.0,1726.0,515.0,1804.0,503.0,33.0,5143.0,14349.0,3036.0,3775.0,263.0,6.0
2012,Bourgogne-Franche-Comté,ESCRIME,2159.0,593.0,1565.0,335.0,793.0,114.0,269.0,46.0,6.0,74.0,307.0,55.0,146.0,10.0,1.0
2012,Bourgogne-Franche-Comté,ETUDES ET SPORTS SOUS-MARINS,4760.0,1552.0,3202.0,31.0,517.0,303.0,2022.0,315.0,9.0,17.0,372.0,230.0,853.0,75.0,3.0
2012,Bourgogne-Franche-Comté,FEDERATION FLYING DISC FRANCE,120.0,31.0,89.0,0.0,8.0,46.0,35.0,0.0,0.0,0.0,4.0,16.0,11.0,0.0,0.0
2012,Bourgogne-Franche-Comté,FEDERATION NATIONALE AERONAUTIQUE,1619.0,115.0,1504.0,0.0,151.0,164.0,752.0,380.0,55.0,0.0,16.0,18.0,60.0,20.0,1.0
2012,Bourgogne-Franche-Comté,FEDERATION NATIONALE SPORT EN MILIEU RURAL,68.0,21.0,46.0,0.0,9.0,9.0,23.0,5.0,0.0,1.0,0.0,3.0,14.0,3.0,0.0
2012,Bourgogne-Franche-Comté,FEDERATION SPORTIVE ASPTT,5448.0,1944.0,3489.0,334.0,1001.0,384.0,1193.0,466.0,81.0,155.0,392.0,182.0,815.0,361.0,29.0
2012,Bourgogne-Franche-Comté,FEDERATION SPORTIVE ET CULTURELLE FRANCE,14485.0,10376.0,4108.0,1195.0,967.0,368.0,1044.0,443.0,91.0,3000.0,3214.0,576.0,2419.0,971.0,196.0
2012,Bourgogne-Franche-Comté,FEDERATIONDES ARTS ENERGETIQUES ET MARTIAUX CHINOIS,1129.0,739.0,388.0,8.0,38.0,42.0,231.0,63.0,6.0,1.0,24.0,28.0,470.0,200.0,12.0
2012,Bourgogne-Franche-Comté,FOOTBALL,86850.0,4514.0,82328.0,11405.0,29744.0,18487.0,20835.0,1631.0,137.0,554.0,1673.0,905.0,1223.0,146.0,13.0
2012,Bourgogne-Franche-Comté,FOOTBALL AMERICAIN,518.0,118.0,400.0,0.0,125.0,214.0,59.0,2.0,0.0,12.0,83.0,12.0,11.0,0.0,0.0
2012,Bourgogne-Franche-Comté,GOLF,10348.0,2967.0,7381.0,208.0,729.0,512.0,3235.0,2349.0,348.0,88.0,237.0,108.0,1272.0,1157.0,105.0
2012,Bourgogne-Franche-Comté,GYMNASTIQUE,13913.0,10526.0,3337.0,1608.0,884.0,189.0,416.0,147.0,44.0,4214.0,3819.0,512.0,1505.0,335.0,55.0
2012,Bourgogne-Franche-Comté,HANDBALL,21607.0,8463.0,13092.0,1807.0,6838.0,1698.0,2467.0,156.0,14.0,1071.0,5089.0,1076.0,1109.0,37.0,3.0
2012,Bourgogne-Franche-Comté,HANDISPORT,1671.0,514.0,1157.0,15.0,198.0,206.0,613.0,115.0,10.0,12.0,71.0,95.0,284.0,48.0,4.0
2012,Bourgogne-Franche-Comté,HOCKEY,21.0,10.0,11.0,1.0,7.0,0.0,3.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0
2012,Bourgogne-Franche-Comté,HOCKEY SUR GLACE,649.0,80.0,569.0,132.0,197.0,84.0,144.0,6.0,3.0,17.0,18.0,12.0,32.0,1.0,0.0
2012,Bourgogne-Franche-Comté,JOUTES ET SAUVETAGE NAUTIQUE,154.0,33.0,119.0,6.0,35.0,23.0,41.0,9.0,0.0,2.0,7.0,8.0,10.0,3.0,0.0
2012,Bourgogne-Franche-Comté,JUDO-JUJITSU KENDO ET DISCIPLINES ASSOCIEES,25313.0,7263.0,18040.0,8444.0,6226.0,842.0,2211.0,273.0,32.0,2738.0,2326.0,434.0,1639.0,118.0,5.0
2012,Bourgogne-Franche-Comté,KARATE ET DISCIPLINES ASSOCIES,7535.0,2333.0,5194.0,1140.0,1934.0,453.0,1509.0,143.0,6.0,454.0,864.0,223.0,731.0,53.0,4.0
2012,Bourgogne-Franche-Comté,LA MONTAGNE ET ESCALADE,2867.0,1169.0,1696.0,191.0,618.0,246.0,580.0,57.0,3.0,175.0,546.0,139.0,267.0,38.0,3.0
2012,Bourgogne-Franche-Comté,LA RANDONNEE PEDESTRE,9426.0,5636.0,3788.0,53.0,127.0,57.0,741.0,2414.0,395.0,70.0,141.0,66.0,1530.0,3433.0,391.0
2012,Bourgogne-Franche-Comté,LA RETRAITE SPORTIVE,5125.0,3501.0,1623.0,0.0,0.0,0.0,58.0,1230.0,335.0,0.0,0.0,0.0,242.0,2696.0,563.0
2012,Bourgogne-Franche-Comté,LUTTE,1902.0,467.0,1422.0,446.0,455.0,170.0,248.0,56.0,3.0,112.0,124.0,52.0,139.0,19.0,2.0
2012,Bourgogne-Franche-Comté,MACCABI,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Bourgogne-Franche-Comté,MOTOCYCLISME,3587.0,156.0,3431.0,74.0,603.0,1009.0,1588.0,147.0,8.0,3.0,22.0,38.0,79.0,14.0,0.0
2012,Bourgogne-Franche-Comté,NATATION,11639.0,6350.0,5289.0,1402.0,2517.0,324.0,907.0,122.0,17.0,1480.0,2943.0,320.0,1283.0,283.0,41.0
2012,Bourgogne-Franche-Comté,OMNSISPORTS PERSONNELS LEDUCATION NATIONALE ET JEUNESSE ET SPORTS,163.0,52.0,111.0,0.0,3.0,21.0,72.0,15.0,0.0,1.0,2.0,19.0,22.0,8.0,0.0
2012,Bourgogne-Franche-Comté,PARACHUTISME,536.0,84.0,451.0,0.0,16.0,147.0,266.0,19.0,4.0,0.0,13.0,39.0,29.0,2.0,0.0
2012,Bourgogne-Franche-Comté,PELOTE BASQUE,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Bourgogne-Franche-Comté,PETANQUE ET JEU PROVENCAL,15201.0,2883.0,12318.0,127.0,1038.0,965.0,5782.0,3539.0,867.0,38.0,288.0,296.0,1531.0,626.0,104.0
2012,Bourgogne-Franche-Comté,PLANEUR ULTRA-LEGER MOTORISE,680.0,27.0,653.0,0.0,11.0,34.0,341.0,244.0,21.0,0.0,4.0,2.0,14.0,6.0,1.0
2012,Bourgogne-Franche-Comté,PULKA ET TRAINEAU A CHIENS,64.0,19.0,45.0,0.0,7.0,6.0,28.0,3.0,1.0,0.0,1.0,2.0,13.0,2.0,1.0
2012,Bourgogne-Franche-Comté,ROLLER SPORTS,2645.0,1297.0,1348.0,252.0,403.0,154.0,463.0,71.0,2.0,299.0,403.0,100.0,460.0,32.0,3.0
2012,Bourgogne-Franche-Comté,SAUVETAGE ET SECOURISME,1486.0,765.0,720.0,52.0,238.0,168.0,228.0,30.0,4.0,40.0,198.0,204.0,290.0,30.0,3.0
2012,Bourgogne-Franche-Comté,SAVATE BOXE FRANCAISE ET DISCIPLINES ASSOCIEES,1540.0,536.0,988.0,58.0,370.0,213.0,306.0,7.0,1.0,20.0,142.0,161.0,197.0,2.0,0.0
2012,Bourgogne-Franche-Comté,SKI,6308.0,2080.0,4183.0,418.0,1166.0,375.0,1581.0,462.0,87.0,314.0,751.0,161.0,626.0,143.0,25.0
2012,Bourgogne-Franche-Comté,SOCIETES AVIRON,1002.0,340.0,662.0,5.0,241.0,89.0,240.0,75.0,12.0,0.0,124.0,39.0,156.0,19.0,2.0
2012,Bourgogne-Franche-Comté,SPORT AUTOMOBILE,3212.0,395.0,2817.0,34.0,155.0,658.0,1610.0,348.0,11.0,3.0,27.0,129.0,192.0,42.0,2.0
2012,Bourgogne-Franche-Comté,SPORT TRAVAILLISTE,357.0,81.0,274.0,2.0,55.0,63.0,134.0,16.0,3.0,0.0,7.0,20.0,52.0,2.0,0.0
2012,Bourgogne-Franche-Comté,SPORT UNIVERSITAIRE,2962.0,695.0,2256.0,0.0,402.0,1755.0,68.0,10.0,3.0,0.0,124.0,552.0,16.0,0.0,1.0
2012,Bourgogne-Franche-Comté,SPORTS GLACE,927.0,682.0,228.0,75.0,50.0,25.0,47.0,13.0,6.0,228.0,281.0,51.0,86.0,6.0,1.0
2012,Bourgogne-Franche-Comté,SPORTS POUR TOUS,8446.0,7452.0,993.0,106.0,126.0,70.0,368.0,233.0,90.0,388.0,327.0,438.0,3313.0,2296.0,690.0
2012,Bourgogne-Franche-Comté,TAEKWONDO ET DISCIPLINES ASSOCIEES,443.0,138.0,304.0,73.0,130.0,34.0,63.0,3.0,0.0,25.0,62.0,18.0,32.0,1.0,0.0
2012,Bourgogne-Franche-Comté,TENNIS,35913.0,11169.0,24744.0,3640.0,9125.0,2220.0,8004.0,1553.0,200.0,1724.0,4239.0,949.0,3648.0,579.0,30.0
2012,Bourgogne-Franche-Comté,TENNIS TABLE,7742.0,1232.0,6510.0,588.0,2554.0,686.0,2181.0,412.0,89.0,309.0,496.0,98.0,290.0,32.0,7.0
2012,Bourgogne-Franche-Comté,TIR,8092.0,832.0,7238.0,66.0,793.0,594.0,3458.0,1854.0,438.0,12.0,178.0,87.0,402.0,127.0,17.0
